Design Life =~ ,80 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Design Temperature < ,20 deg C water temp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time/Age [years],20 deg,21 deg,22 deg,23 deg,24 deg,25 deg,26 deg,27 deg,28 deg,29 deg,30 deg,31 deg,32 deg,33 deg,34 deg,35 deg,36 deg,37 deg,38 deg,39 deg,40 deg,41 deg,42 deg,43 deg,44 deg,45 deg,46 deg,47 deg,48 deg,49 deg,50 deg
128,0.998333361,0.998511202,0.998627598,0.998747155,0.998907781,0.999004743,0.999112063,0.999185335,0.999285315,0.99935688,0.99941917,0.999504966,0.999569999,0.999620594,0.999659974,0.999687745,0.999738329,0.999769544,0.999790769,0.999826507,0.999856559,0.999868573,0.999890992,0.999907913,0.99991523,0.999926072,0.999936553,0.999947092,0.999952412,0.99996225,0.999968135
129,0.998491319,0.998654421,0.998760724,0.998870024,0.999017198,0.999105852,0.999203272,0.999269937,0.99936094,0.999425499,0.999481742,0.99955966,0.999618423,0.999663666,0.999698989,0.99972373,0.999769208,0.999797048,0.999815945,0.999847837,0.999874593,0.999885163,0.999904997,0.999919971,0.999926322,0.999935833,0.999945033,0.999954299,0.99995892,0.999967552,0.999972676
130,0.998635338,0.998784789,0.998881785,0.998981624,0.99911635,0.999197334,0.999285683,0.999346281,0.999429036,0.999487218,0.999537952,0.999608646,0.999661693,0.999702105,0.99973376,0.999755777,0.999796624,0.999821429,0.999838237,0.999866668,0.999890464,0.999899754,0.999917282,0.999930519,0.999936026,0.999944359,0.999952427,0.999960563,0.999964574,0.99997214,0.999976596
131,0.998766541,0.998903361,0.998991786,0.999082907,0.999206123,0.999280034,0.999360081,0.999415114,0.9994903,0.999542682,0.999588402,0.999652481,0.999700319,0.999736378,0.999764718,0.999784292,0.999820943,0.999843021,0.999857956,0.999883276,0.999904418,0.999912573,0.999928048,0.999939736,0.999944505,0.9999518,0.999958867,0.999966004,0.999969481,0.999976104,0.999979975
132,0.998885972,0.999011117,0.999091655,0.999174749,0.999287335,0.999354731,0.999427186,0.999477122,0.999545367,0.99959248,0.999633644,0.999691669,0.999734768,0.999766908,0.999792258,0.99980964,0.999842493,0.999862126,0.999875384,0.99989791,0.999916673,0.999923826,0.999937473,0.999947783,0.999951908,0.999958286,0.99996447,0.999970725,0.999973736,0.999979527,0.999982885
133,0.998994598,0.999108962,0.999182251,0.999257962,0.999360742,0.999422142,0.999487663,0.999532932,0.99959482,0.999637152,0.999674179,0.999726672,0.999765464,0.999794079,0.999816733,0.999832153,0.999861573,0.999879013,0.999890771,0.999910791,0.999927427,0.999933693,0.999945716,0.9999548,0.999958364,0.999963935,0.999969341,0.999974815,0.99997742,0.999982478,0.999985388
134,0.999093316,0.999197735,0.999264368,0.999333295,0.999427037,0.999482924,0.999542119,0.999583122,0.999639193,0.999677191,0.999710465,0.999757909,0.999792789,0.999818238,0.999838465,0.99985213,0.999878449,0.999893926,0.999904344,0.999922119,0.999936853,0.999942337,0.999952918,0.999960913,0.999963989,0.99996885,0.99997357,0.999978357,0.999980607,0.99998502,0.999987539
135,0.999182958,0.999278212,0.99933874,0.999401439,0.999486859,0.999537683,0.999591112,0.999628218,0.999678972,0.999713046,0.99974292,0.999785758,0.999817091,0.999839701,0.999857743,0.99986984,0.999893363,0.999907084,0.999916305,0.999932072,0.999945107,0.999949901,0.999959203,0.999966233,0.999968884,0.999973121,0.999977239,0.999981419,0.999983362,0.999987207,0.999989385
136,0.999264292,0.99935111,0.999406041,0.999463028,0.999540795,0.999586974,0.999635152,0.999668702,0.999714602,0.999745126,0.999771923,0.999810566,0.999838685,0.99985875,0.999874829,0.999885527,0.999906529,0.999918682,0.999926836,0.999940807,0.999952327,0.999956514,0.999964684,0.999970858,0.99997314,0.999976829,0.999980417,0.999984064,0.99998574,0.999989087,0.999990967
137,0.999338029,0.999417087,0.999466896,0.999518647,0.999589383,0.999631305,0.999674708,0.999705015,0.999746486,0.999773805,0.999797818,0.999832644,0.999857854,0.999875641,0.999889958,0.999899409,0.999918142,0.999928896,0.9999361,0.999948466,0.999958638,0.99996229,0.999969458,0.999974875,0.999976837,0.999980045,0.999983169,0.999986347,0.99998779,0.9999907,0.999992322
138,0.999404823,0.999476752,0.999521876,0.999568835,0.999633117,0.99967114,0.999710204,0.999737558,0.999774995,0.999799419,0.999820919,0.999852274,0.999874854,0.999890606,0.999903342,0.999911682,0.999928376,0.999937882,0.99994424,0.999955176,0.999964147,0.99996733,0.999973612,0.999978359,0.999980044,0.999982832,0.999985549,0.999988315,0.999989557,0.999992084,0.999993481
139,0.999465281,0.999530666,0.999571509,0.999614084,0.999672449,0.999706906,0.999742032,0.999766699,0.999800462,0.999822278,0.999841509,0.999869713,0.999889918,0.999903853,0.999915172,0.999922524,0.999937386,0.999945781,0.999951387,0.999961048,0.999968952,0.999971723,0.999977223,0.999981379,0.999982824,0.999985244,0.999987604,0.99999001,0.999991077,0.999993269,0.999994471
140,0.999519958,0.999579343,0.999616279,0.999654848,0.999707793,0.99973899,0.999770546,0.99979277,0.999823193,0.999842659,0.999859846,0.999885191,0.999903254,0.999915567,0.999925618,0.999932093,0.999945311,0.999952717,0.999957656,0.999966181,0.999973139,0.999975549,0.999980359,0.999983994,0.999985232,0.99998733,0.999989378,0.999991467,0.999992384,0.999994283,0.999995316
141,0.999569369,0.999623257,0.99965663,0.999691541,0.999739526,0.999767747,0.999796069,0.999816075,0.999843463,0.999860817,0.999876161,0.999898916,0.999915048,0.999925917,0.999934834,0.999940531,0.999952275,0.999958803,0.999963149,0.999970666,0.999976783,0.999978877,0.99998308,0.999986255,0.999987314,0.999989132,0.999990907,0.99999272,0.999993506,0.999995149,0.999996036
142,0.999613984,0.999662842,0.999692969,0.999724543,0.999767994,0.999793501,0.999818897,0.99983689,0.999861524,0.999876978,0.999890666,0.999911076,0.99992547,0.999935054,0.999942958,0.999947964,0.999958389,0.999964137,0.999967958,0.999974579,0.999979952,0.999981769,0.999985438,0.999988208,0.999989114,0.999990687,0.999992224,0.999993795,0.999994468,0.999995889,0.99999665
143,0.999654237,0.999698495,0.999725668,0.999754202,0.999793512,0.999816545,0.999839296,0.999855465,0.999877602,0.999891351,0.99990355,0.99992184,0.99993467,0.999943112,0.999950111,0.999954507,0.999963751,0.999968808,0.999972165,0.99997799,0.999982705,0.99998428,0.999987479,0.999989894,0.999990668,0.999992027,0.999993356,0.999994717,0.999995293,0.999996519,0.999997171
144,0.999690525,0.999730581,0.999755069,0.999780833,0.999816366,0.999837148,0.99985751,0.999872027,0.999891902,0.999904122,0.999914985,0.999931358,0.999942785,0.999950213,0.999956406,0.999960261,0.999968451,0.999972895,0.999975841,0.999980962,0.999985094,0.999986459,0.999989245,0.999991348,0.999992007,0.999993181,0.99999433,0.999995506,0.999995999,0.999997057,0.999997614
145,0.999723212,0.999759435,0.999781482,0.999804728,0.999836818,0.999855551,0.999873759,0.999886782,0.99990461,0.999915461,0.999925124,0.999939769,0.999949935,0.999956465,0.999961939,0.999965316,0.999972565,0.999976468,0.99997905,0.999983547,0.999987165,0.999988346,0.999990771,0.9999926,0.999993162,0.999994174,0.999995166,0.999996182,0.999996603,0.999997514,0.99999799
146,0.999752632,0.99978536,0.999805193,0.999826149,0.999855104,0.999871977,0.999888243,0.999899915,0.999915893,0.999925519,0.999934107,0.999947194,0.99995623,0.999961963,0.999966798,0.999969754,0.999976164,0.999979587,0.999981849,0.999985794,0.99998896,0.99998998,0.999992088,0.999993677,0.999994155,0.999995027,0.999995882,0.999996759,0.999997118,0.999997902,0.999998308
147,0.999779091,0.999808636,0.999826462,0.999845338,0.999871442,0.999886626,0.999901143,0.999911596,0.999925902,0.999934433,0.999942059,0.999953743,0.999961767,0.999966796,0.999971062,0.999973647,0.999979309,0.999982309,0.999984289,0.999987746,0.999990512,0.999991393,0.999993223,0.999994602,0.999995009,0.99999576,0.999996496,0.999997252,0.999997558,0.999998232,0.999998578
148,0.999802868,0.999829516,0.999845524,0.999862513,0.999886025,0.999899677,0.999912623,0.999921975,0.999934774,0.999942327,0.999949093,0.999959514,0.999966633,0.999971039,0.9999748,0.999977058,0.999982055,0.999984682,0.999986412,0.999989439,0.999991854,0.999992614,0.999994202,0.999995397,0.999995742,0.999996388,0.999997022,0.999997672,0.999997933,0.999998511,0.999998806
149,0.999824217,0.999848232,0.999862595,0.999877874,0.999899033,0.999911297,0.999922831,0.999931191,0.999942631,0.999949311,0.999955309,0.999964595,0.999970905,0.999974761,0.999978074,0.999980044,0.99998445,0.999986748,0.999988259,0.999990907,0.999993013,0.999993667,0.999995044,0.999996079,0.999996372,0.999996926,0.999997471,0.99999803,0.999998252,0.999998748,0.999998999
150,0.999843372,0.999864995,0.999877871,0.9998916,0.999910626,0.999921634,0.999931899,0.999939367,0.999949582,0.999955486,0.999960797,0.999969064,0.999974652,0.999978024,0.999980939,0.999982656,0.999986538,0.999988545,0.999989864,0.999992178,0.999994012,0.999994576,0.999995767,0.999996663,0.999996911,0.999997387,0.999997855,0.999998335,0.999998524,0.999998948,0.999999161
151,0.999860544,0.999879997,0.999891529,0.999903856,0.999920948,0.99993082,0.999939949,0.999946613,0.999955728,0.999960939,0.999965639,0.999972993,0.999977935,0.999980881,0.999983443,0.999984939,0.999988355,0.999990108,0.999991258,0.999993278,0.999994874,0.999995359,0.999996389,0.999997163,0.999997373,0.999997781,0.999998182,0.999998594,0.999998754,0.999999117,0.999999298
152,0.999875926,0.999893412,0.999903732,0.999914792,0.999930133,0.999938978,0.999947089,0.999953031,0.999961156,0.999965753,0.999969907,0.999976442,0.999980811,0.99998338,0.999985632,0.999986933,0.999989936,0.999991465,0.999992466,0.999994228,0.999995616,0.999996032,0.999996922,0.999997591,0.999997768,0.999998117,0.999998461,0.999998814,0.99999895,0.99999926,0.999999413
153,0.999889694,0.999905398,0.999914626,0.99992454,0.999938298,0.999946217,0.999953416,0.999958711,0.999965947,0.999969997,0.999973666,0.999979468,0.999983325,0.999985565,0.999987541,0.999988672,0.99999131,0.999992642,0.999993514,0.999995048,0.999996254,0.999996611,0.99999738,0.999997956,0.999998105,0.999998404,0.999998698,0.999999001,0.999999116,0.99999938,0.99999951
154,0.999902007,0.9999161,0.999924343,0.999933224,0.999945551,0.999952635,0.999959019,0.999963732,0.999970171,0.999973736,0.999976974,0.99998212,0.999985523,0.999987474,0.999989206,0.999990188,0.999992503,0.999993663,0.999994421,0.999995756,0.999996802,0.999997108,0.999997771,0.999998267,0.999998393,0.999998649,0.9999989,0.999999159,0.999999256,0.999999482,0.999999591
155,0.999913011,0.999925646,0.999933004,0.999940952,0.999951989,0.99995832,0.999963977,0.999968168,0.999973893,0.999977028,0.999979883,0.999984443,0.999987443,0.999989139,0.999990657,0.999991509,0.999993538,0.999994547,0.999995205,0.999996366,0.999997273,0.999997535,0.999998106,0.999998533,0.999998639,0.999998857,0.999999072,0.999999293,0.999999375,0.999999567,0.99999966
156,0.999922837,0.999934156,0.999940718,0.999947826,0.999957698,0.999963351,0.999968359,0.999972083,0.999977169,0.999979923,0.999982438,0.999986476,0.999989117,0.999990591,0.999991919,0.999992658,0.999994435,0.999995312,0.999995883,0.999996892,0.999997676,0.999997901,0.999998392,0.999998759,0.999998848,0.999999034,0.999999218,0.999999406,0.999999475,0.999999639,0.999999717
157,0.999931604,0.999941735,0.999947582,0.999953934,0.999962757,0.999967801,0.99997223,0.999975537,0.99998005,0.999982468,0.999984681,0.999988253,0.999990576,0.999991855,0.999993017,0.999993656,0.999995212,0.999995973,0.999996468,0.999997343,0.999998022,0.999998214,0.999998636,0.999998951,0.999999026,0.999999185,0.999999341,0.999999502,0.99999956,0.999999699,0.999999765
158,0.999939421,0.999948481,0.999953687,0.999959358,0.999967236,0.999971733,0.999975646,0.99997858,0.999982582,0.999984702,0.999986649,0.999989805,0.999991847,0.999992956,0.999993971,0.999994524,0.999995884,0.999996544,0.999996972,0.999997732,0.999998318,0.999998482,0.999998844,0.999999115,0.999999178,0.999999312,0.999999446,0.999999582,0.999999632,0.999999749,0.999999805
159,0.999946384,0.99995448,0.99995911,0.99996417,0.999971199,0.999975204,0.999978659,0.999981259,0.999984805,0.999986662,0.999988372,0.999991159,0.999992952,0.999993913,0.999994799,0.999995277,0.999996465,0.999997037,0.999997407,0.999998065,0.999998571,0.999998711,0.999999022,0.999999253,0.999999306,0.999999421,0.999999534,0.99999965,0.999999692,0.999999791,0.999999838
160,0.999952582,0.99995981,0.999963925,0.999968436,0.999974702,0.999978266,0.999981314,0.999983616,0.999986755,0.99998838,0.999989882,0.99999234,0.999993913,0.999994745,0.999995518,0.99999593,0.999996966,0.999997461,0.999997782,0.999998351,0.999998787,0.999998906,0.999999173,0.999999371,0.999999415,0.999999512,0.999999609,0.999999707,0.999999742,0.999999827,0.999999866
161,0.999958094,0.999964542,0.999968197,0.999972216,0.999977796,0.999980965,0.999983651,0.999985688,0.999988465,0.999989885,0.999991202,0.999993369,0.999994748,0.999995466,0.99999614,0.999996495,0.999997399,0.999997827,0.999998104,0.999998596,0.999998972,0.999999073,0.999999301,0.999999471,0.999999508,0.99999959,0.999999672,0.999999756,0.999999785,0.999999856,0.999999889
162,0.999962994,0.999968741,0.999971984,0.99997556,0.999980527,0.999983342,0.999985707,0.999987508,0.999989961,0.999991203,0.999992357,0.999994264,0.999995472,0.999996092,0.999996679,0.999996985,0.999997772,0.999998142,0.999998381,0.999998805,0.999999129,0.999999215,0.99999941,0.999999555,0.999999586,0.999999656,0.999999725,0.999999796,0.999999821,0.999999881,0.999999908
163,0.999967345,0.999972463,0.999975338,0.999978519,0.999982935,0.999985434,0.999987514,0.999989105,0.999991271,0.999992354,0.999993365,0.999995043,0.999996099,0.999996634,0.999997145,0.999997408,0.999998093,0.999998412,0.999998618,0.999998985,0.999999263,0.999999336,0.999999503,0.999999626,0.999999652,0.999999711,0.99999977,0.99999983,0.999999851,0.999999901,0.999999924
164,0.999971206,0.99997576,0.999978306,0.999981133,0.999985056,0.999987273,0.999989101,0.999990506,0.999992416,0.999993361,0.999994244,0.99999572,0.999996643,0.999997104,0.999997547,0.999997774,0.999998369,0.999998645,0.999998822,0.999999138,0.999999377,0.999999439,0.999999581,0.999999686,0.999999708,0.999999758,0.999999808,0.999999858,0.999999876,0.999999918,0.999999938
165,0.999974629,0.999978678,0.999980932,0.999983442,0.999986924,0.999988889,0.999990494,0.999991733,0.999993416,0.999994239,0.999995012,0.999996307,0.999997113,0.99999751,0.999997895,0.99999809,0.999998607,0.999998844,0.999998997,0.999999269,0.999999473,0.999999526,0.999999648,0.999999737,0.999999755,0.999999797,0.999999839,0.999999882,0.999999897,0.999999933,0.999999949
166,0.999977662,0.999981259,0.999983252,0.999985479,0.999988567,0.999990307,0.999991715,0.999992807,0.999994289,0.999995005,0.99999568,0.999996816,0.99999752,0.999997861,0.999998195,0.999998362,0.999998811,0.999999015,0.999999146,0.99999938,0.999999556,0.9999996,0.999999704,0.99999978,0.999999795,0.99999983,0.999999866,0.999999902,0.999999914,0.999999944,0.999999958
167,0.999980347,0.99998354,0.9999853,0.999987275,0.999990012,0.999991551,0.999992785,0.999993746,0.999995051,0.999995673,0.999996262,0.999997258,0.999997871,0.999998164,0.999998454,0.999998597,0.999998986,0.999999162,0.999999274,0.999999475,0.999999625,0.999999663,0.999999751,0.999999816,0.999999828,0.999999858,0.999999888,0.999999919,0.999999929,0.999999954,0.999999965
168,0.999982722,0.999985554,0.999987108,0.999988857,0.99999128,0.999992641,0.999993722,0.999994567,0.999995714,0.999996254,0.999996768,0.99999764,0.999998174,0.999998426,0.999998676,0.999998799,0.999999136,0.999999287,0.999999383,0.999999556,0.999999685,0.999999717,0.999999791,0.999999846,0.999999856,0.999999882,0.999999907,0.999999933,0.999999941,0.999999962,0.999999971
169,0.999984821,0.999987331,0.999988701,0.99999025,0.999992394,0.999993595,0.999994541,0.999995284,0.999996291,0.99999676,0.999997207,0.999997971,0.999998435,0.999998651,0.999998868,0.999998973,0.999999264,0.999999394,0.999999477,0.999999625,0.999999735,0.999999762,0.999999825,0.999999872,0.99999988,0.999999901,0.999999923,0.999999944,0.999999951,0.999999969,0.999999977
170,0.999986675,0.999988897,0.999990105,0.999991475,0.99999337,0.99999443,0.999995257,0.99999591,0.999996794,0.9999972,0.999997589,0.999998257,0.99999866,0.999998845,0.999999033,0.999999122,0.999999374,0.999999485,0.999999556,0.999999683,0.999999777,0.9999998,0.999999854,0.999999893,0.9999999,0.999999918,0.999999936,0.999999954,0.99999996,0.999999974,0.999999981
171,0.999988312,0.999990277,0.999991341,0.999992552,0.999994225,0.99999516,0.999995882,0.999996455,0.99999723,0.999997582,0.99999792,0.999998503,0.999998854,0.999999012,0.999999174,0.999999251,0.999999468,0.999999563,0.999999624,0.999999733,0.999999813,0.999999832,0.999999878,0.999999911,0.999999917,0.999999932,0.999999947,0.999999962,0.999999967,0.999999979,0.999999984
172,0.999989755,0.999991492,0.999992428,0.999993497,0.999994974,0.999995798,0.999996428,0.99999693,0.999997609,0.999997914,0.999998208,0.999998716,0.99999902,0.999999156,0.999999295,0.999999361,0.999999548,0.99999963,0.999999682,0.999999775,0.999999843,0.999999859,0.999999898,0.999999926,0.999999931,0.999999943,0.999999956,0.999999968,0.999999972,0.999999983,0.999999987
173,0.999991026,0.999992561,0.999993384,0.999994327,0.999995629,0.999996354,0.999996904,0.999997344,0.999997938,0.999998201,0.999998456,0.9999989,0.999999164,0.999999279,0.999999399,0.999999455,0.999999617,0.999999687,0.999999731,0.99999981,0.999999868,0.999999882,0.999999915,0.999999938,0.999999942,0.999999953,0.999999963,0.999999974,0.999999977,0.999999986,0.99999999
174,0.999992146,0.9999935,0.999994223,0.999995055,0.999996202,0.99999684,0.999997318,0.999997703,0.999998223,0.99999845,0.999998672,0.999999058,0.999999286,0.999999385,0.999999489,0.999999536,0.999999675,0.999999735,0.999999773,0.99999984,0.99999989,0.999999901,0.999999929,0.999999949,0.999999952,0.999999961,0.99999997,0.999999979,0.999999981,0.999999989,0.999999991
175,0.999993131,0.999994325,0.999994959,0.999995692,0.999996702,0.999997262,0.999997679,0.999998016,0.99999847,0.999998666,0.999998858,0.999999194,0.999999392,0.999999475,0.999999565,0.999999605,0.999999725,0.999999776,0.999999808,0.999999866,0.999999908,0.999999917,0.999999941,0.999999957,0.99999996,0.999999968,0.999999975,0.999999982,0.999999985,0.999999991,0.999999993
176,0.999993996,0.999995049,0.999995605,0.99999625,0.999997138,0.999997631,0.999997993,0.999998287,0.999998683,0.999998853,0.999999019,0.999999311,0.999999482,0.999999553,0.99999963,0.999999664,0.999999767,0.999999811,0.999999838,0.999999887,0.999999923,0.999999931,0.999999951,0.999999965,0.999999967,0.999999973,0.999999979,0.999999985,0.999999987,0.999999992,0.999999994
177,0.999994757,0.999995683,0.999996171,0.999996739,0.999997519,0.999997951,0.999998266,0.999998522,0.999998868,0.999999014,0.999999158,0.999999412,0.999999559,0.99999962,0.999999686,0.999999715,0.999999803,0.99999984,0.999999864,0.999999906,0.999999936,0.999999942,0.999999959,0.999999971,0.999999973,0.999999978,0.999999983,0.999999988,0.99999999,0.999999994,0.999999995
178,0.999995425,0.99999624,0.999996666,0.999997165,0.999997851,0.999998229,0.999998502,0.999998727,0.999999028,0.999999153,0.999999277,0.999999498,0.999999625,0.999999677,0.999999733,0.999999758,0.999999834,0.999999865,0.999999885,0.999999921,0.999999946,0.999999952,0.999999966,0.999999976,0.999999977,0.999999982,0.999999986,0.99999999,0.999999992,0.999999995,0.999999996
179,0.99999601,0.999996726,0.9999971,0.999997538,0.999998139,0.999998471,0.999998708,0.999998903,0.999999166,0.999999273,0.999999381,0.999999572,0.999999682,0.999999725,0.999999774,0.999999795,0.99999986,0.999999887,0.999999904,0.999999934,0.999999955,0.99999996,0.999999972,0.99999998,0.999999981,0.999999985,0.999999988,0.999999992,0.999999993,0.999999996,0.999999997
180,0.999996523,0.999997152,0.999997479,0.999997863,0.99999839,0.999998681,0.999998886,0.999999056,0.999999284,0.999999377,0.99999947,0.999999635,0.99999973,0.999999767,0.999999808,0.999999826,0.999999882,0.999999905,0.999999919,0.999999945,0.999999963,0.999999967,0.999999977,0.999999984,0.999999985,0.999999988,0.99999999,0.999999993,0.999999994,0.999999997,0.999999998
181,0.999996973,0.999997525,0.99999781,0.999998147,0.999998609,0.999998863,0.99999904,0.999999188,0.999999387,0.999999466,0.999999546,0.999999689,0.999999771,0.999999802,0.999999838,0.999999853,0.999999901,0.99999992,0.999999932,0.999999954,0.999999969,0.999999972,0.999999981,0.999999986,0.999999987,0.99999999,0.999999992,0.999999995,0.999999995,0.999999997,0.999999998
182,0.999997366,0.99999785,0.999998099,0.999998394,0.999998798,0.99999902,0.999999174,0.999999303,0.999999475,0.999999543,0.999999612,0.999999736,0.999999806,0.999999832,0.999999863,0.999999876,0.999999916,0.999999933,0.999999943,0.999999961,0.999999974,0.999999977,0.999999984,0.999999989,0.999999989,0.999999992,0.999999994,0.999999996,0.999999996,0.999999998,0.999999998
183,0.99999771,0.999998134,0.999998351,0.99999861,0.999998963,0.999999157,0.999999289,0.999999401,0.999999551,0.999999609,0.999999668,0.999999776,0.999999836,0.999999858,0.999999884,0.999999895,0.99999993,0.999999944,0.999999952,0.999999968,0.999999979,0.999999981,0.999999987,0.999999991,0.999999991,0.999999993,0.999999995,0.999999996,0.999999997,0.999999998,0.999999999
184,0.99999801,0.999998382,0.99999857,0.999998797,0.999999106,0.999999275,0.999999389,0.999999486,0.999999616,0.999999666,0.999999717,0.999999809,0.999999861,0.99999988,0.999999902,0.999999911,0.999999941,0.999999953,0.99999996,0.999999973,0.999999982,0.999999984,0.999999989,0.999999992,0.999999993,0.999999994,0.999999996,0.999999997,0.999999997,0.999999999,0.999999999
185,0.999998273,0.999998597,0.999998762,0.99999896,0.999999229,0.999999376,0.999999476,0.99999956,0.999999672,0.999999715,0.999999759,0.999999838,0.999999882,0.999999898,0.999999917,0.999999925,0.99999995,0.99999996,0.999999967,0.999999978,0.999999985,0.999999987,0.999999991,0.999999994,0.999999994,0.999999995,0.999999996,0.999999998,0.999999998,0.999999999,0.999999999
186,0.999998502,0.999998785,0.999998928,0.999999101,0.999999336,0.999999465,0.99999955,0.999999623,0.99999972,0.999999757,0.999999794,0.999999863,0.999999901,0.999999914,0.99999993,0.999999937,0.999999958,0.999999967,0.999999972,0.999999981,0.999999988,0.999999989,0.999999993,0.999999995,0.999999995,0.999999996,0.999999997,0.999999998,0.999999998,0.999999999,0.999999999
187,0.999998701,0.999998949,0.999999073,0.999999224,0.999999429,0.999999541,0.999999614,0.999999677,0.999999761,0.999999792,0.999999825,0.999999884,0.999999916,0.999999928,0.999999941,0.999999947,0.999999965,0.999999972,0.999999977,0.999999985,0.99999999,0.999999991,0.999999994,0.999999996,0.999999996,0.999999997,0.999999998,0.999999998,0.999999999,0.999999999,0.999999999
188,0.999998875,0.999999091,0.999999199,0.999999331,0.999999509,0.999999606,0.999999669,0.999999724,0.999999797,0.999999823,0.999999851,0.999999902,0.999999929,0.999999939,0.999999951,0.999999955,0.999999971,0.999999977,0.999999981,0.999999987,0.999999992,0.999999993,0.999999995,0.999999997,0.999999997,0.999999997,0.999999998,0.999999999,0.999999999,0.999999999,1
189,0.999999026,0.999999215,0.999999308,0.999999423,0.999999578,0.999999662,0.999999717,0.999999764,0.999999827,0.999999849,0.999999873,0.999999917,0.999999941,0.999999949,0.999999959,0.999999962,0.999999976,0.999999981,0.999999984,0.999999989,0.999999993,0.999999994,0.999999996,0.999999997,0.999999997,0.999999998,0.999999998,0.999999999,0.999999999,1,1
190,0.999999158,0.999999322,0.999999403,0.999999503,0.999999638,0.999999711,0.999999758,0.999999799,0.999999853,0.999999872,0.999999892,0.99999993,0.99999995,0.999999957,0.999999965,0.999999968,0.99999998,0.999999984,0.999999986,0.999999991,0.999999994,0.999999995,0.999999997,0.999999998,0.999999998,0.999999998,0.999999999,0.999999999,0.999999999,1,1
191,0.999999272,0.999999415,0.999999485,0.999999572,0.999999689,0.999999753,0.999999793,0.999999828,0.999999875,0.999999891,0.999999909,0.999999941,0.999999958,0.999999964,0.999999971,0.999999973,0.999999983,0.999999987,0.999999989,0.999999993,0.999999995,0.999999996,0.999999997,0.999999998,0.999999998,0.999999999,0.999999999,0.999999999,0.999999999,1,1
192,0.999999371,0.999999495,0.999999556,0.999999632,0.999999734,0.999999789,0.999999823,0.999999854,0.999999894,0.999999908,0.999999922,0.99999995,0.999999965,0.999999969,0.999999976,0.999999978,0.999999986,0.999999989,0.999999991,0.999999994,0.999999996,0.999999997,0.999999998,0.999999998,0.999999999,0.999999999,0.999999999,0.999999999,1,1,1
193,0.999999457,0.999999565,0.999999618,0.999999684,0.999999772,0.99999982,0.999999849,0.999999875,0.99999991,0.999999922,0.999999934,0.999999958,0.99999997,0.999999974,0.999999979,0.999999981,0.999999988,0.999999991,0.999999992,0.999999995,0.999999997,0.999999997,0.999999998,0.999999999,0.999999999,0.999999999,0.999999999,1,1,1,1
194,0.999999532,0.999999626,0.999999671,0.999999728,0.999999805,0.999999846,0.999999871,0.999999894,0.999999924,0.999999934,0.999999944,0.999999965,0.999999975,0.999999978,0.999999983,0.999999984,0.99999999,0.999999992,0.999999994,0.999999996,0.999999997,0.999999998,0.999999998,0.999999999,0.999999999,0.999999999,0.999999999,1,1,1,1
195,0.999999597,0.999999678,0.999999717,0.999999767,0.999999833,0.999999869,0.99999989,0.99999991,0.999999935,0.999999944,0.999999953,0.99999997,0.999999979,0.999999982,0.999999986,0.999999987,0.999999992,0.999999994,0.999999995,0.999999997,0.999999998,0.999999998,0.999999999,0.999999999,0.999999999,0.999999999,1,1,1,1,1
196,0.999999653,0.999999723,0.999999757,0.9999998,0.999999857,0.999999888,0.999999907,0.999999923,0.999999945,0.999999952,0.99999996,0.999999975,0.999999983,0.999999985,0.999999988,0.999999989,0.999999993,0.999999995,0.999999996,0.999999997,0.999999998,0.999999998,0.999999999,0.999999999,0.999999999,1,1,1,1,1,1
197,0.999999701,0.999999762,0.999999791,0.999999829,0.999999878,0.999999905,0.999999921,0.999999935,0.999999954,0.99999996,0.999999966,0.999999979,0.999999985,0.999999987,0.99999999,0.999999991,0.999999994,0.999999996,0.999999996,0.999999998,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,1,1,1,1,1,1
198,0.999999743,0.999999796,0.999999821,0.999999853,0.999999896,0.999999919,0.999999932,0.999999945,0.999999961,0.999999966,0.999999972,0.999999982,0.999999988,0.999999989,0.999999992,0.999999992,0.999999995,0.999999996,0.999999997,0.999999998,0.999999999,0.999999999,0.999999999,1,1,1,1,1,1,1,1
199,0.999999779,0.999999825,0.999999847,0.999999874,0.999999911,0.999999931,0.999999943,0.999999953,0.999999967,0.999999971,0.999999976,0.999999985,0.99999999,0.999999991,0.999999993,0.999999994,0.999999996,0.999999997,0.999999998,0.999999998,0.999999999,0.999999999,0.999999999,1,1,1,1,1,1,1,1
200,0.99999981,0.99999985,0.999999868,0.999999893,0.999999925,0.999999941,0.999999951,0.99999996,0.999999972,0.999999976,0.99999998,0.999999988,0.999999992,0.999999993,0.999999994,0.999999995,0.999999997,0.999999998,0.999999998,0.999999999,0.999999999,0.999999999,1,1,1,1,1,1,1,1,1
