1,1.03993E-07,3.39331E-07,1.22685E-06,3.08196E-07,3.71943E-07,9.91989E-07,6.33739E-07,1.70107E-07,1.22772E-06,5.85374E-07,1.18883E-06,1.03476E-06,2.62203E-07,5.83053E-07,4.08302E-07,1.63097E-07,3.30215E-07,3.79781E-07,6.09139E-07,8.92427E-07,1.04495E-06,1.01486E-06,1.38512E-06,1.06244E-06,8.85356E-07,7.64673E-07,1.67617E-07,1.06789E-06,7.83083E-07,1.38907E-06,1.44932E-06
41,0.005693943,0.009978933,0.017500218,0.010656605,0.012132367,0.019750305,0.016837899,0.010829745,0.024181186,0.018971781,0.026234809,0.026381668,0.016382437,0.023180516,0.021268942,0.015143313,0.021311299,0.023313893,0.029177759,0.034712577,0.038314653,0.039667526,0.045220482,0.04319603,0.042279873,0.029363611,0.025001456,0.051066783,0.046455412,0.06018041,0.062955834
42,0.006110518,0.010664588,0.01861146,0.011400486,0.01297377,0.021048059,0.017979198,0.011631362,0.025764827,0.020282231,0.027971533,0.028153978,0.017589587,0.024810794,0.022805705,0.016301355,0.022882514,0.025022996,0.031260825,0.037134575,0.040967711,0.042429584,0.048305174,0.046209886,0.045277358,0.03141537,0.026985628,0.054671292,0.049810141,0.064368114,0.067331383
43,0.006546587,0.011379285,0.019763923,0.012176634,0.013851257,0.022396575,0.019167521,0.012470979,0.027409822,0.021648179,0.029776572,0.029997637,0.018853292,0.026511783,0.024412051,0.01751679,0.02452707,0.026811049,0.033435816,0.039659191,0.043731456,0.045307722,0.051514693,0.049350348,0.048404035,0.033554713,0.029072694,0.05842872,0.053312974,0.068727909,0.071885863
44,0.007002563,0.012123501,0.020958042,0.012985608,0.01476543,0.023796471,0.020403549,0.013349398,0.029116858,0.023070472,0.031650711,0.031913528,0.020174675,0.028284591,0.026089217,0.018790916,0.026246363,0.028679499,0.035704163,0.042287776,0.046607224,0.048303347,0.054850277,0.052618888,0.051661552,0.035782884,0.031265058,0.062340716,0.056965845,0.073261198,0.076620618
45,0.007478856,0.012897705,0.022194234,0.013827959,0.01571688,0.025248342,0.021687947,0.014267416,0.030886597,0.024549938,0.033594704,0.033902496,0.021554843,0.030130298,0.027838408,0.020125016,0.028041762,0.030629757,0.038067249,0.045021617,0.049596273,0.051417789,0.058313065,0.056016879,0.055051455,0.038101081,0.033565078,0.06640879,0.06077056,0.077969202,0.081536795
46,0.007975874,0.01370236,0.023472905,0.014704229,0.016706188,0.026752767,0.023021362,0.015225817,0.032719675,0.026087382,0.035609273,0.035965354,0.022994882,0.03204995,0.029660799,0.021520354,0.029914601,0.032663197,0.040526403,0.047861934,0.052699785,0.05465229,0.061904099,0.059545592,0.058575188,0.040510453,0.035975063,0.070634305,0.06472879,0.082852952,0.086635337
47,0.008494024,0.014537921,0.024794447,0.015614953,0.017733926,0.028310304,0.024404426,0.01622538,0.034616698,0.027683589,0.037695107,0.038102881,0.024495861,0.034044559,0.031557537,0.02297818,0.031866184,0.034781156,0.043082901,0.050809881,0.055918865,0.058008006,0.065624318,0.063206196,0.062234088,0.043012096,0.038497268,0.075018474,0.06884207,0.08791329,0.091916978
48,0.009033707,0.015404838,0.026159238,0.016560656,0.018800654,0.029921491,0.025837753,0.017266873,0.036578247,0.029339321,0.039852863,0.040315816,0.026058828,0.036115105,0.033529735,0.024499723,0.03389778,0.03698493,0.045737965,0.05386654,0.059254532,0.061486005,0.069474558,0.066999756,0.066029384,0.04560706,0.041133892,0.079562359,0.073111793,0.093150861,0.097382245
49,0.009595323,0.01630355,0.027567641,0.017541857,0.019906923,0.031586847,0.027321942,0.018351056,0.038604875,0.031055318,0.042083162,0.042604867,0.027684808,0.038262531,0.035578475,0.026086197,0.036010625,0.039275776,0.048492758,0.057032923,0.062707728,0.065087263,0.073455553,0.07092723,0.069962194,0.048296339,0.043887074,0.084266864,0.077539206,0.098566113,0.103031445
50,0.010179268,0.017234492,0.029020008,0.018559062,0.021053273,0.033306871,0.028857572,0.019478676,0.040697107,0.032832297,0.044386595,0.044970702,0.029374807,0.040487747,0.037704803,0.027738791,0.038205917,0.041654907,0.051348387,0.060309971,0.066279306,0.068812667,0.077567929,0.074989464,0.074033523,0.051080874,0.046758887,0.089132736,0.082125406,0.10415929,0.10886467
